,Topic,TweetId,AuthorId,AuthorName,AuthorUsername,#urls,urls,Text,canonical_urls
13191,6.0,1402224148571738114,963495628545327104,STCK.PRO,StckPro,2,https://t.co/9VRBtJKt6c,$XOM NEW ARTICLE : Outside the Box: Is an activist hedge fund's climate-linked coup of Exxon's board simply a case of ‘greenwashing'? https://t.co/A0hGTWvhvG Get all the latest $XOM related news here : https://t.co/Bq4y9K9Cno https://t.co/9VRBtJKt6c,
13192,6.0,1402223962080350209,3316713321,ValenzuelaPost,ValenzuelaPost,0,https://t.co/VHKY0C0GaP,Outside the Box: Is an activist hedge fund’s climate-linked coup of Exxon’s board simply a case of ‘greenwashing’? https://t.co/VHKY0C0GaP,
13194,6.0,1402088091167473665,4326231741,Chris from UWI 🎓,chrisfromuwi,0,https://t.co/NaU8Ngf9Wd,"""Engine No. 1, a hedge fund that has been pushing for ExxonMobil to gradually move away from fossil fuels, won election of at least two out of four nominees it had put forward for the oil and gas giant’s 12-member board""👀
https://t.co/NaU8Ngf9Wd",
13213,6.0,1401930790812930051,288370667,Simon Casey,sjcasey,0,https://t.co/aFoG98oXbN,"“I’m a realist. I know that things won’t change to fossil-free overnight,” says Kaisa Hietala, one of the new directors elected to Exxon's board
https://t.co/aFoG98oXbN via @pohjanka",
13223,6.0,1401864290810974208,114486324,Legacy17,Legacy17org,0,https://t.co/aLibQTF2Ux,Activist Investors Take 3rd Seat on #Exxon Board. Is this a landmark event? #energy #climate #SDGs @ReachScale @KenHerron @Commarglo @LawrenceBloom @eccemarco  https://t.co/aLibQTF2Ux,
13229,6.0,1401833828814098433,3108351,The Wall Street Journal,WSJ,0,https://t.co/iUHUb5qrGn,"A Dutch court order requiring Shell to cut its emissions could set a precedent for other suits, including two with implications for Exxon and Total https://t.co/iUHUb5qrGn",
13231,6.0,1401825612055121921,14520313,Edie Lush,edielush,0,https://t.co/z975LPa6jQ,"Shareholder Rebellions: Can investors force climate action?

Exxon Mobil got a shock when its largest investors forced the oil major to accept new board members focused on curbing Carbon. https://t.co/z975LPa6jQ",
13237,6.0,1401800026700066819,1379070162,energyvoicenews,EnergyVoiceNews,0,https://t.co/Giie4KSggF,Engine No. 1 Exxon pick is a different kind of climate activist:  @EngineNo_1 $XOM #XOM https://t.co/Giie4KSggF,
13244,6.0,1401678286988529667,23112236,On Point,OnPointRadio,0,https://t.co/Xd5zI2PCyY,ExxonMobil shareholders have elected two board members backed by activist investors. We discuss the new chapter in the battle to make energy companies face the threat of climate change. https://t.co/Xd5zI2PCyY,
13248,6.0,1401651000969150467,1007725923720835072,NewsfeedsMedia,NewsfeedsMedia,0,https://t.co/kBbVfMPXYy,"Engine No. 1 Exxon Pick Is a Different Kind of Climate Activist - Yahoo Finance
https://t.co/kBbVfMPXYy",
13275,6.0,1401535836685021186,610076827,Chris Fox,ChristopherNFox,0,https://t.co/VodDQ9s90g,"The successful investor activist campaign to win three seats on Exxon board ""points to the increased vulnerability of incumbent energy players to insurgent investors as public concern mounts over #climate change."" https://t.co/VodDQ9s90g via @JohnBiers1",
13281,6.0,1401496422055354372,2795986875,Seamus Mac Carthaigh,JamesOcmac,0,https://t.co/Ub4daXzP2z,Shareholders forcefully signalling that they want clear new path away from fossil fuels (to new ideas and away from Exxon’s soon to be stranded oil and gas assets)-3 new board directors appointed in recent weeks to work towards such a new direction https://t.co/Ub4daXzP2z,
13283,6.0,1401488002250067972,993437552,Mohammad Gamal,MGamalSalama,0,https://t.co/PHbs7PhgxW,"At #Exxon’s annual meeting, Engine No. 1 offered up a slate for four new members of Exxon’s 12-member board. The four represent deep energy expertise and climate solutions. The slate committed to push the oil giant to a net-zero emissions strategy by 2050.
https://t.co/PHbs7PhgxW",
13299,6.0,1401360196211982337,784185194244771840,Gina Lennox,LennoxGina,0,https://t.co/SDcgxEDwmU,Cutting #oil production creates new risks and may not lead to #climate progress—unless demand falls too. https://t.co/SDcgxEDwmU,
13324,6.0,1401271166887763968,1159438784594960384,Nature & Environment,TRVST_Env,0,https://t.co/A1TfA9sFor,Guyanese citizens challenge ExxonMobil offshore drilling on climate grounds #environment via: @guardianeco https://t.co/A1TfA9sFor,
13349,6.0,1401163189103083525,1978529714,☮️Cristina Masetti🌱 ✌️Stop Wars🕊️,masetticristina,0,https://t.co/gmNxm7S05x,"#June5th
🌍Today is 
#WorldEnvironmentDay2021 and steps have been taken to protect it:
- A Dutch court orders Shell to reduce emissions by 45% by 2030..
https://t.co/gmNxm7S05x
- Exxon Board to Get a Third Activist Pushing Cleaner Energy
https://t.co/C3tq0yIbsO
   This is my home https://t.co/zjh8DO20Yf",
13350,6.0,1401163189103083525,1978529714,☮️Cristina Masetti🌱 ✌️Stop Wars🕊️,masetticristina,1,https://t.co/C3tq0yIbsO,"#June5th
🌍Today is 
#WorldEnvironmentDay2021 and steps have been taken to protect it:
- A Dutch court orders Shell to reduce emissions by 45% by 2030..
https://t.co/gmNxm7S05x
- Exxon Board to Get a Third Activist Pushing Cleaner Energy
https://t.co/C3tq0yIbsO
   This is my home https://t.co/zjh8DO20Yf",
13351,6.0,1401163189103083525,1978529714,☮️Cristina Masetti🌱 ✌️Stop Wars🕊️,masetticristina,2,https://t.co/zjh8DO20Yf,"#June5th
🌍Today is 
#WorldEnvironmentDay2021 and steps have been taken to protect it:
- A Dutch court orders Shell to reduce emissions by 45% by 2030..
https://t.co/gmNxm7S05x
- Exxon Board to Get a Third Activist Pushing Cleaner Energy
https://t.co/C3tq0yIbsO
   This is my home https://t.co/zjh8DO20Yf",
13354,6.0,1401149328706654208,2876482864,Kleinman Energy,KleinmanEnergy,0,https://t.co/t2frYiMY2T,Last week’s boardroom shakeup could be just the beginning when it comes to investor climate activism. https://t.co/t2frYiMY2T via @climate @TimQuinson,
13359,6.0,1401117308962041857,1136192852,Occupy Sonoma County,OcSoCo,0,https://t.co/WmvKE0b7uP,"'A Seismic Shift' for Big Oil: Activist Investors Score Surprise Win With ExxonMobil Board Seats 

https://t.co/WmvKE0b7uP",
13381,6.0,1400930359039053826,4363532477,Richman Law & Policy,Richman_Law,0,https://t.co/JcjeZ8uh2L,"Last Wednesday, @ExxonMobil shareholders voted to place at least two board candidates that were nominated by #activist investors who promised to steer the company away from #oilandgas production. https://t.co/JcjeZ8uh2L",
13382,6.0,1400921116412104710,732073280,Ian M. LaFleur,ianlafleur,0,https://t.co/WecvecClu0,Guyanese citizens challenge ExxonMobil offshore drilling on climate grounds https://t.co/WecvecClu0,
13473,6.0,1400678122211606528,889702044747132928,Climate Heretic🌸,galtsgulch12,0,https://t.co/aISu1HfcUk,Activists Unseat Third Exxon Board Member In Climate Clash https://t.co/aISu1HfcUk via @ccdeditor,
13476,6.0,1400625859795488768,19539716,Friends of the Earth (Action),foe_us,0,https://t.co/TCsGkSQSal,"HUGE WINS! Last week, @Shell was ordered to cut emissions by 45%, @exxonmobil gained 2 climate activists on its board, &amp; @Chevron shareholders forced the oil giant to reduce its product emissions!

Big Oil, beware – this is only the beginning.
https://t.co/TCsGkSQSal",
13478,6.0,1400609494695022592,456865788,Allan Margolin,AllanMargolin,0,https://t.co/ERaDLlzQuL,"#Climate Activists Get Renewed Victory After Third Member Elected To Exxon’s Board 

https://t.co/ERaDLlzQuL

@RealEricJWhite @jean_mumford @MccahanValeen @Spockout1 @Michelle_888 @Durrell62 @Kalaax008 @vwheato @laserhaas01 @MaxineSykes @lfkraus @CarenleeB @VoteBlue4Us @Bugs4US",
13486,6.0,1400586301502492673,66050432,Todd Kennedy,pragpro,0,https://t.co/MpeBPpanZd,"An activist investor is likely to pick up a third seat on the board of ExxonMobil, giving it additional leverage to press the oil giant to address investor concerns about climate change https://t.co/MpeBPpanZd",
13501,6.0,1400543251883511814,104678501,Steve Price,slasher_steve,0,https://t.co/Khbv8OKJ44,Climate Activists Get Renewed Victory After Third Member Elected To Exxon’s Board https://t.co/Khbv8OKJ44,
13515,6.0,1400532755952373763,271069523,PV Solar Report,PVSolarReport,0,https://t.co/sc5Ycogz2v,Climate activists gain third seat on Exxon Mobil's board https://t.co/sc5Ycogz2v,
13516,6.0,1400532748490711046,351124495,Clean Coalition,Clean_Coalition,0,https://t.co/YGoKSM0LRk,Climate activists gain third seat on Exxon Mobil's board https://t.co/YGoKSM0LRk,
13520,6.0,1400529724049342467,169944373,What Drives Us,WhatDrivesUs,0,https://t.co/nbzORJ5Bcf,Climate activists gain third seat on Exxon Mobil's board https://t.co/nbzORJ5Bcf,
13521,6.0,1400528537514217472,1286659899783487488,KC,KC30658955,0,https://t.co/NAH4UnsLkn,HuffPost https://t.co/NAH4UnsLkn,
13522,6.0,1400527750788747267,818614,David Erickson #BLM,derickson,0,https://t.co/ZC8r8W4yfa,A third climate activist is expected to be elected to Exxon's board https://t.co/ZC8r8W4yfa,
13536,6.0,1400511269744959491,17142448,Eliminate the filibuster!,Loveisbetter7,0,https://t.co/BM2wjTFACo,Climate Activists Get Renewed Victory After Third Member Elected To Exxon’s Board https://t.co/BM2wjTFACo,
13538,6.0,1400510041585709061,19130934,TheRightBlue,therightblue,0,https://t.co/adsMXTCPSh,Climate Activists Get Renewed Victory After Third Member Elected To Exxon’s Board | HuffPost https://t.co/adsMXTCPSh,
13549,6.0,1400495242013511685,10716532,Jamie Nolan 🇺🇦,dcjams,0,https://t.co/vUdf9adMjF,Thrilling. Let's see what they can get done. 'Climate activists gain third seat on Exxon Mobil's board' https://t.co/vUdf9adMjF #ClimateActionNOW,
13550,6.0,1400491219797647364,20068053,EDF,EnvDefenseFund,0,https://t.co/DlAPAXqH5l,We’re witnessing a clean energy tipping point. Now is the moment to go bold on climate. https://t.co/DlAPAXqH5l,
13554,6.0,1400483734005104640,16884546,Michael Swan,MmmSwan,0,https://t.co/fYOSch7mX5,"On a single day Shell was ordered by a court in The Hague to go far further to reduce its climate emissions, while shareholder rebellions in the US imposed emissions targets at Chevron and a boardroom overhaul at Exxon. https://t.co/fYOSch7mX5",
13558,6.0,1400477469686312961,1911873032,WhatMoney,WhatMoney1,0,https://t.co/PTXO7C4e8Z),Climate Activists Get Renewed Victory After Third Member Elected To Exxon’s Board | HuffPost... (https://t.co/PTXO7C4e8Z),
13560,6.0,1400477125833068552,197561835,SHARE,share_ca,0,https://t.co/bTBGuBAg7q,"On May 26, a climate lobbying proposal at ExxonMobil, co-filed by SHARE, received a historic show of support! Two shareholder directors nominated by @engineNo_1 were elected. 

#ShareholderActivism in action, and a win for climate lobbying. https://t.co/bTBGuBAg7q",
13561,6.0,1400476356652191747,4009356065,Net Zero Foundation,netzerofound,0,https://t.co/K5C53Ot0De,Exxon Board to Get 3rd #Climate Activist Pushing Cleaner Energy!  Bravo!! https://t.co/K5C53Ot0De,
13570,6.0,1400468556412751874,2646923159,James Cordeiro,JamesCordeiro3,0,https://t.co/KlHWJeffnd,"Climate Activists Get Renewed Victory After Third Member Elected To Exxon’s Board
https://t.co/KlHWJeffnd",
13573,6.0,1400466049384976385,456865788,Allan Margolin,AllanMargolin,0,https://t.co/ERaDLlzQuL,"#Climate Activists Get Renewed Victory After Third Member Elected To Exxon’s Board 

https://t.co/ERaDLlzQuL

@JustWhatNowWhy @RussHogarth @eyeofthegoddess @alxellt0308 @DoingJack @Klimaatzuster @mikecoulson48 @AuroraBlogspot @Lvteelix @StephenWunderl4 @TKinMB @efero_patricia",
13581,6.0,1400457973692977163,18792542,EVisioneering,EVisioneer2020,0,https://t.co/607LHGFDF1,"Climate Activists Get Renewed Victory After Third Member Elected To Exxon’s Board
https://t.co/607LHGFDF1",
13583,6.0,1400452565091831809,90614279,E&E News,EENewsUpdates,0,https://t.co/7KZxYAMcAW,"An activist investor succeeded in getting a third member elected to Exxon Mobil Corp.'s board of directors, punctuating a series of wins by climate hawks and environmentalists at Big Oil companies in the last few months.
https://t.co/7KZxYAMcAW",
13587,6.0,1400444914639556613,797823711499915264,Christos unDinello,IgnatiusAvalon,0,https://t.co/sZ2nwOIhdY,"“It seems inevitable that Exxon will be rethinking its climate strategy”

Dissident shareholders win a third seat on ExxonMobil board https://t.co/sZ2nwOIhdY",
13593,6.0,1400440876372049927,845348489777332229,Sema,_SemaHernandez_,0,https://t.co/tB10VL1ukX,A third climate activist from Engine No. 1 is expected to be elected to the ExxonMobil board. https://t.co/tB10VL1ukX,
13594,6.0,1400440526692786176,934680902726062081,🌵 🌊🐾 Lisa 🌻,LisaKeel9,0,https://t.co/291InNy8HY,"Climate Activists Get Renewed Victory After Third Member Elected To Exxon’s Board
https://t.co/291InNy8HY",
13599,6.0,1400428735510192137,1215326498418237440,WorldWide Tweets,WorldWideTweet3,0,https://t.co/BP62l836rB,"Climate Activists Get Renewed Victory After Third Member Elected To Exxon’s Board - https://t.co/BP62l836rB
#worldwidetweets https://t.co/GfFOacTcu8",
13600,6.0,1400428735510192137,1215326498418237440,WorldWide Tweets,WorldWideTweet3,1,https://t.co/GfFOacTcu8,"Climate Activists Get Renewed Victory After Third Member Elected To Exxon’s Board - https://t.co/BP62l836rB
#worldwidetweets https://t.co/GfFOacTcu8",
13604,6.0,1400424674107039750,1269788119102107654,So Very Curious,SoVeryCurious,0,https://t.co/RzufTESmWk,"CNN : A third climate activist is expected to be elected to Exxon's board.
https://t.co/RzufTESmWk

via @GoogleNews",
13608,6.0,1400423668250034179,3313985975,TheGretaEffect-EarthWins,Living4Earth,0,https://t.co/btJNL8ydcp,Climate activists gain third seat on Exxon Mobil's board https://t.co/btJNL8ydcp,
13609,6.0,1400423269614985219,1024458072109076485,AlphaMaven Hedge Funds,AlphaMavenHF,0,https://t.co/sJG4dCzrB2,Climate-change activist hedge fund wins third board seat at Exxon - The Asset ESG https://t.co/sJG4dCzrB2 #HedgeFunds #Invest #Trading,
13612,6.0,1400420520584265731,340070516,SmartEnergyConcepts,smartenergy4u,0,https://t.co/BuPOQ4YL5S,Climate activists gain third seat on Exxon Mobil's board!!  https://t.co/BuPOQ4YL5S,
13614,6.0,1400417415675133960,1934758884,Joan McGinnis,JoanPennnative,0,https://t.co/UYv1MmOC2U,"Climate Activists Get Renewed Victory After Third Member Elected To Exxon’s Board
https://t.co/UYv1MmOC2U",
13615,6.0,1400417094290841601,44959878,Kennith Lassalle,klassalle,0,https://t.co/vOOBUo3buX,Climate Activists Get Renewed Victory After Third Member Elected To Exxon’s Board | HuffPost https://t.co/vOOBUo3buX,
13616,6.0,1400414744427835395,385696419,Mike Bloomfield,2dialogue,0,https://t.co/uW5eiDxFfO,"Climate Activists Get Renewed Victory After Third Member Elected To Exxon’s Board
https://t.co/uW5eiDxFfO",
13617,6.0,1400414462268645386,950415314235379714,me and me alone,georgettelomba2,0,https://t.co/OA36n8cw7J,Climate Activists Get Renewed Victory After Third Member Elected To Exxon’s Board | HuffPost https://t.co/OA36n8cw7J,
13620,6.0,1400413355869970432,3538053016,Oceanic Global,OceanicGlobal,0,https://t.co/udjInU5nwW,"Big Oil was dealt a stunning defeat on Wednesday when shareholders of Exxon Mobil elected at least two board candidates nominated by activist investors who pledged to steer the company toward cleaner energy and away from oil and gas.
https://t.co/udjInU5nwW
#CareDeeply https://t.co/tVgSveoCxX",
13621,6.0,1400413355869970432,3538053016,Oceanic Global,OceanicGlobal,1,https://t.co/tVgSveoCxX,"Big Oil was dealt a stunning defeat on Wednesday when shareholders of Exxon Mobil elected at least two board candidates nominated by activist investors who pledged to steer the company toward cleaner energy and away from oil and gas.
https://t.co/udjInU5nwW
#CareDeeply https://t.co/tVgSveoCxX",
13622,6.0,1400411276061429765,4858437255,16Rock,16rock_rock,0,https://t.co/gWAQciLAuZ,Climate activists gain third seat on Exxon Mobil's board https://t.co/gWAQciLAuZ,
13623,6.0,1400410871311048705,391205502,tomgolden,tomtipagolden,0,https://t.co/X93Mw4JIDM,Interesting read https://t.co/X93Mw4JIDM,
13624,6.0,1400410708089704453,4746728178,YUNG MARC,YUNGMARC2,0,https://t.co/JuvTfVbvgH,"A third climate activist is expected to be elected to Exxon's board

https://t.co/JuvTfVbvgH",
13630,6.0,1400408545498222599,1011057087386914817,CdSmithy,cd_smithy,0,https://t.co/yRoamX8HF6,A third climate activist is expected to be elected to Exxon's board - CNN Business https://t.co/yRoamX8HF6,
13631,6.0,1400408342032523269,556224141,"Monica Causey, MSW, APSW",mlcreader,0,https://t.co/suYhm6bogT,"Climate Activists Get Renewed Victory After Third Member Elected To Exxon’s Board
https://t.co/suYhm6bogT",
13634,6.0,1400404248291069952,412673491,Neil Hawkins (he/him/his),neilchawkins,0,https://t.co/siQoesypgU,"Exxon adds a third loss. 3 climate activists on. Which board members did they defeat? Former CEOs of IBM, MetLife, and Petronas. These were not just “adds.” The activists defeated sitting board members. This was really a big moment in corporate governance. https://t.co/siQoesypgU",
13636,6.0,1400391659813232650,1289216693366030340,Blue River,BlueRiv88891964,0,https://t.co/yO52lxRzK0,Guyanese citizens challenge ExxonMobil offshore drilling on climate grounds https://t.co/yO52lxRzK0,
13637,6.0,1400384847105904640,803319280225939457,cybersecurity,cyberse49333188,0,https://t.co/6n0emVX1yN,"A third climate activist is expected to be elected to Exxon's board

https://t.co/6n0emVX1yN",
13642,6.0,1400368626872553473,14520313,Edie Lush,edielush,0,https://t.co/6aK4OqpKpt,"Shareholder Rebellions: Can investors force climate action?

Exxon Mobil got a shock when its largest investors forced the oil major to accept new board members focused on curbing Carbon. https://t.co/6aK4OqpKpt",
13643,6.0,1400363562879574020,2339115298,Edward Mason,edwardcmason,0,https://t.co/zZEhL9uAHH,It’s confirmed: a third Engine No.1 candidate was elected to the Exxon board. https://t.co/zZEhL9uAHH,
13645,6.0,1400362217426595844,497511822,Mark Carrington,Stratocharge,0,https://t.co/sQAvtFXCoo,Strato: Climate Activists Get Renewed Victory After Third Member Elected To Exxon’s Board https://t.co/sQAvtFXCoo #startup #entrepreneur https://t.co/qgJDEMv1QK,
13646,6.0,1400362217426595844,497511822,Mark Carrington,Stratocharge,1,https://t.co/qgJDEMv1QK,Strato: Climate Activists Get Renewed Victory After Third Member Elected To Exxon’s Board https://t.co/sQAvtFXCoo #startup #entrepreneur https://t.co/qgJDEMv1QK,
13653,6.0,1400349298596847620,24229787,NFT Marketing Partners,PartnersNFT,0,https://t.co/iZ7Tkr9MRF,Climate Activists Get Renewed Victory After Third Member Elected To Exxon’s Board https://t.co/iZ7Tkr9MRF https://t.co/m3WPwWvcHJ,
13654,6.0,1400349298596847620,24229787,NFT Marketing Partners,PartnersNFT,1,https://t.co/m3WPwWvcHJ,Climate Activists Get Renewed Victory After Third Member Elected To Exxon’s Board https://t.co/iZ7Tkr9MRF https://t.co/m3WPwWvcHJ,
13655,6.0,1400346545178890240,100399970,𝒥𝓊𝓁𝒾𝒶 💋 𝒜𝓅𝒽𝓇❤𝒹𝒾𝓉𝑒,CaterpillarsEnd,0,https://t.co/sQEAKbS8ly,Climate Activists Get Renewed Victory After Third Member Elected To Exxon’s Board https://t.co/sQEAKbS8ly,
13657,6.0,1400340699032215553,262948804,MissCrayon 🌊🇺🇸,moughthere,0,https://t.co/TAHNLMWbTS,"A third #climate activist is expected to be elected to Exxon's board
https://t.co/TAHNLMWbTS",
13658,6.0,1400333509336735744,273353243,Daily News Kit,dailynewskit1,0,https://t.co/RSUvPb2UtY,Climate Activists Get Renewed Victory After Third Member Elected To Exxon’s Board https://t.co/RSUvPb2UtY,
13660,6.0,1400331590778171392,335299968,EIN Presswire: Renewable Energy Newswire,EINRenewables,0,https://t.co/ECLnkeK5zB,Climate Activists Get Renewed Victory After Third Member Elected To Exxon’s Board https://t.co/ECLnkeK5zB,
13663,6.0,1400327267277025281,811425807017136129,Like Progress,likeprogress,0,https://t.co/z8Q3rSJbW2,Climate Activists Get Renewed Victory After Third Member Elected To Exxon’s Board ...  https://t.co/z8Q3rSJbW2,
13664,6.0,1400326471218909193,413490668,Sonali Paul,SonaliPaul2,0,https://t.co/WBsQswCnCg,Third new Exxon board member is a former U.S. renewable energy official. Engine No. 1 extends gains with a third seat on Exxon board https://t.co/WBsQswCnCg by @Jennifer_Hiller @sveaherbst #climate #renewableenergy,
13666,6.0,1400323081629954049,165298304,Servelan (fighting fascism is job#1) 🇺🇸,Servelan,0,https://t.co/xcrVHE1u6z,Climate Activists Get Renewed Victory After Third Member Elected To Exxon’s Board | HuffPost https://t.co/xcrVHE1u6z,
13667,6.0,1400321675024121859,1374253166078926851,Returned Missionaries,RMissionaries,0,https://t.co/r5FW1p6d3G,Climate Activists Get Renewed Victory After Third Member Elected To Exxon’s Board https://t.co/r5FW1p6d3G,
13669,6.0,1400317668876505089,1348353903306305543,Now and Then News,NowandThenNews1,0,https://t.co/xkaDONwBVm,Climate Activists Get Renewed Victory After Third Member Elected To Exxon’s Board https://t.co/xkaDONwBVm,
13671,6.0,1400313918216716295,55060090,#TuckFrump,realTuckFrumper,0,https://t.co/44MwWt10Kh,"Climate Activists Get Renewed Victory After Third Member Elected To Exxon’s Board
 https://t.co/44MwWt10Kh",
13672,6.0,1400311836868857859,1370438040364060673,Pbositive,pbositive,0,https://t.co/EWotcxiyVN,Climate Activists Get Renewed Victory After Third Member Elected To Exxon’s Board https://t.co/EWotcxiyVN,
13673,6.0,1400310840318902274,1381190251352219650,The New Liahona Sports,TheNewLiahona,0,https://t.co/J9vhXRfLGZ,Climate Activists Get Renewed Victory After Third Member Elected To Exxon’s Board https://t.co/J9vhXRfLGZ,
13674,6.0,1400310009137876997,93922728,jt120651,jt120651,0,https://t.co/H8iAG3gYTY,Climate Activists Get Renewed Victory After Third Member Elected To Exxon’s Board https://t.co/H8iAG3gYTY,
13675,6.0,1400309734826299394,2894304536,Posicho,Posicho,0,https://t.co/G2xm5pRg6N,"A third climate activist is expected to be elected to Exxon's board
https://t.co/G2xm5pRg6N",
13676,6.0,1400308343202324480,2649165692,Lisa Williams Ⓥ,MsLisaWilliams,0,https://t.co/24cKZY3CqC,Climate Activists Get Renewed Victory After Third Member Elected To Exxon’s Board https://t.co/24cKZY3CqC https://t.co/46osLoLt12,
13677,6.0,1400308343202324480,2649165692,Lisa Williams Ⓥ,MsLisaWilliams,1,https://t.co/46osLoLt12,Climate Activists Get Renewed Victory After Third Member Elected To Exxon’s Board https://t.co/24cKZY3CqC https://t.co/46osLoLt12,
13679,6.0,1400307478210875394,1012372221355069440,South Asians News,southasiansnews,0,https://t.co/Vwqs4AcjuZ,Climate Activists Get Renewed Victory After Third Member Elected To Exxon’s Board - https://t.co/Vwqs4AcjuZ https://t.co/uzoC2Aobmp,
13680,6.0,1400307478210875394,1012372221355069440,South Asians News,southasiansnews,1,https://t.co/uzoC2Aobmp,Climate Activists Get Renewed Victory After Third Member Elected To Exxon’s Board - https://t.co/Vwqs4AcjuZ https://t.co/uzoC2Aobmp,
13683,6.0,1400305115395887110,24795000,The Climate One Podcast,climateone,0,https://t.co/0P3auwzlju,"It is official, Exxon has three new board members nominated not by its CEO, but by an activist hedge fund @EngineNo_1.   
https://t.co/0P3auwzlju",
13686,6.0,1400300616992407553,102408497,Anette P,A_P_Andersson,0,https://t.co/piVwtaMIn4,"A third climate activist is expected to be elected to Exxon's board
https://t.co/piVwtaMIn4",
13688,6.0,1400294312747814912,1249059804762562562,Energy Blogger,energy_blogger,0,https://t.co/Pex9vq6T55,"1 more “Engine No 1” nominee elected to ExxonMobil Board. 3 of 12 which is 25% of board representation is now controlled by climate activists
 
- Gregory Goff, 
- Kaisa Hietala and 
- Alexander Karsner.

#OOTT #EFT #oilandgas 

https://t.co/Pex9vq6T55",
13689,6.0,1400293026237272068,20961162,Sam Bowne,sambowne,0,https://t.co/9UEnZOMAyk,ExxonMobil: A third climate activist from Engine No. 1 is expected to be elected to the board - CNN https://t.co/9UEnZOMAyk,
13693,6.0,1400286012064944129,767008825,EnergyNewsBulletin,EnergyNewsAu,0,https://t.co/HR6qNIQ6hr,ExxonMobil overnight conceded that three board members nominated by climate activist group Engine No.1 will be appointed to its board of directors after last week’s AGM upset. https://t.co/HR6qNIQ6hr,
13694,6.0,1400286004377014273,17568032,ptgn123  ♻,ptgn123,0,https://t.co/MB5gw7DA41,Climate activists gain third seat on Exxon Mobil's board - Axios https://t.co/MB5gw7DA41,
13700,6.0,1400275382842974209,52947034,E.Infante Barbosa,Ernst33,0,https://t.co/tnaO7KehuA,"ExxonMobil said it expects a third activist shareholder will be elected to its board of directors, following a contentious vote. https://t.co/tnaO7KehuA",
13703,6.0,1400273279315681280,1289327550041382912,activist360,activist360_co,0,https://t.co/id0WO0ZJ3i,"Exxon board ouster marks tipping point for investor climate engagement.

https://t.co/id0WO0ZJ3i

@Esthernow #ClimateCrisis #ClimateEmergency #ClimateEngagement #ClimateAction #InvestorActivism #ClimateChange #GlobalWarming #ESG #Sustainability https://t.co/u3cz1MYbeL",
13704,6.0,1400273279315681280,1289327550041382912,activist360,activist360_co,1,https://t.co/u3cz1MYbeL,"Exxon board ouster marks tipping point for investor climate engagement.

https://t.co/id0WO0ZJ3i

@Esthernow #ClimateCrisis #ClimateEmergency #ClimateEngagement #ClimateAction #InvestorActivism #ClimateChange #GlobalWarming #ESG #Sustainability https://t.co/u3cz1MYbeL",
13705,6.0,1400272424977977344,1301901292579762177,SCAMS BREAKING,BreakingScams,0,https://t.co/vurJhlXRCP,A third climate activist is expected to be elected to Exxon’s board https://t.co/vurJhlXRCP,
13706,6.0,1400271580215742468,14779408,Amy Westervelt,amywestervelt,0,https://t.co/4pQCsofSnn,So... Engine No. 1 getting three seats on Exxon's board is huge. But I'm almost *more* blown away by how handily the resolution on climate lobbying passed??!!! https://t.co/4pQCsofSnn,
13707,6.0,1400271279131869186,963495628545327104,STCK.PRO,StckPro,0,https://t.co/3o8JWGaVj8,$XOM NEW ARTICLE : A third climate activist is expected to be elected to Exxon's board https://t.co/3o8JWGaVj8 Get all the latest $XOM related news here : https://t.co/Bq4y9K9Cno https://t.co/IzfbsQxQH0,
13708,6.0,1400271279131869186,963495628545327104,STCK.PRO,StckPro,1,https://t.co/Bq4y9K9Cno,$XOM NEW ARTICLE : A third climate activist is expected to be elected to Exxon's board https://t.co/3o8JWGaVj8 Get all the latest $XOM related news here : https://t.co/Bq4y9K9Cno https://t.co/IzfbsQxQH0,
13709,6.0,1400271279131869186,963495628545327104,STCK.PRO,StckPro,2,https://t.co/IzfbsQxQH0,$XOM NEW ARTICLE : A third climate activist is expected to be elected to Exxon's board https://t.co/3o8JWGaVj8 Get all the latest $XOM related news here : https://t.co/Bq4y9K9Cno https://t.co/IzfbsQxQH0,
13711,6.0,1400265597959688195,832052154198327296,GOB News Portal,gobnewsportal,0,https://t.co/cTgSvJPIDo,A third climate activist is expected to be elected to Exxon’s board https://t.co/cTgSvJPIDo,
13712,6.0,1400265595959009284,832142567861006336,GOB TV and Radio,gobradiouk,0,https://t.co/UIMZKn6hYs,A third climate activist is expected to be elected to Exxon’s board https://t.co/UIMZKn6hYs,
13717,6.0,1400263565236387842,928697008801579008,Jack Scott - Business Consultant / Coach,JWalterScott,0,https://t.co/JKyuqkG3Pi,"A third climate activist is expected to be elected to Exxon's board

https://t.co/JKyuqkG3Pi",
13719,6.0,1400260627046748167,615608159,John Clinton,johnclintonEPSM,0,https://t.co/Vsk05jl6al,Milano school alumnus New York State Comptroller Thomas DiNapoli led New York's key pension fund to join other major players and elect activist directors to Exxon board who will align with climate sense policies instead of fossil fuelish practices: https://t.co/Vsk05jl6al,
13720,6.0,1400257201264992256,1456056540,Paddy McCully,solarpaddy,0,https://t.co/KBXQltzvl7,The little Engine that could. A 3rd dinosaur on @exxonmobil's board to be replaced by pro-climate voice. And 2/3 of investors vote for $XOM to reveal climate lobbying - highly symbolic given historic role as perhaps world's biggest block to climate action https://t.co/KBXQltzvl7,
